Date,Region,New Cases,Total Cases,Active Cases,Inpatient Hospitalizations,ICU Hospitalizations,Recovered Cases,Deaths
2020-11-17,South Central,4,295,11,1,0,217,4
2020-11-17,South East,15,144,72,6,0,53,0
2020-11-18,Far North West,1,505,67,0,0,388,9
2020-11-18,Far North Central,8,49,47,0,0,2,0
2020-11-18,Far North East,6,139,78,0,0,53,0
2020-11-18,North West,1,386,19,4,0,216,4
2020-11-18,North Central,1,544,107,6,3,311,5
2020-11-18,North East,3,237,60,2,0,145,2
2020-11-18,Saskatoon,56,1618,648,30,7,967,3
2020-11-18,Central West,1,224,21,0,0,197,1
2020-11-18,Central East,0,272,15,0,2,201,1
2020-11-18,Regina,18,808,377,6,4,429,2
2020-11-18,South West,0,279,4,4,1,238,1
2020-11-18,South Central,1,299,12,1,0,218,4
2020-11-18,South East,8,152,80,6,0,54,0
2020-11-19,Far North West,2,509,69,0,0,392,9
2020-11-19,Far North Central,0,50,48,0,0,2,0
2020-11-19,Far North East,3,142,79,0,0,57,0
2020-11-19,North West,4,402,23,5,0,223,4
2020-11-19,North Central,6,564,109,5,4,324,5
2020-11-19,North East,2,242,59,2,0,148,2
2020-11-19,Saskatoon,10,1628,600,30,9,1025,3
2020-11-19,Central West,1,226,21,0,0,199,1
2020-11-19,Central East,3,277,15,0,2,211,1
2020-11-19,Regina,25,836,379,6,5,455,2
2020-11-19,South West,0,279,4,2,1,241,1
2020-11-19,South Central,0,313,12,1,0,218,4
2020-11-19,South East,4,157,82,11,0,56,0
2020-11-20,Far North West,2,512,61,0,0,403,9
2020-11-20,Far North Central,16,66,64,0,0,2,0
2020-11-20,Far North East,4,146,82,0,0,58,0
2020-11-20,North West,8,413,31,5,1,227,4
2020-11-20,North Central,8,580,116,7,3,327,5
2020-11-20,North East,0,243,53,1,0,156,2
2020-11-20,Saskatoon,42,1670,610,30,8,1056,4
2020-11-20,Central West,2,228,21,0,0,201,1
2020-11-20,Central East,0,281,14,1,1,219,1
2020-11-20,Regina,14,850,392,5,5,456,2
2020-11-20,South West,2,293,5,0,1,242,1
2020-11-20,South Central,1,317,13,1,0,221,4
2020-11-20,South East,11,177,93,16,0,56,0
2020-11-21,Far North West,4,522,63,0,0,405,9
2020-11-21,Far North Central,0,66,64,0,0,2,0
2020-11-21,Far North East,12,159,93,0,0,60,0
2020-11-21,North West,7,469,38,8,0,232,4
2020-11-21,North Central,12,623,128,7,3,329,5
2020-11-21,North East,8,254,56,1,0,161,2
2020-11-21,Saskatoon,170,1841,781,32,11,1056,4
2020-11-21,Central West,6,236,26,0,0,202,1
2020-11-21,Central East,10,294,24,1,1,222,1
2020-11-21,Regina,56,906,436,5,5,468,2
2020-11-21,South West,0,307,3,0,1,245,1
2020-11-21,South Central,4,335,16,1,0,225,4
2020-11-21,South East,13,196,104,17,0,58,0
2020-11-22,Far North West,6,531,61,1,0,417,9
2020-11-22,Far North Central,1,67,65,0,0,2,0
2020-11-22,Far North East,0,161,93,0,0,60,0
2020-11-22,North West,5,486,42,8,0,238,4
2020-11-22,North Central,16,648,144,9,2,329,5
2020-11-22,North East,9,263,64,1,0,162,2
2020-11-22,Saskatoon,82,1923,815,33,10,1104,4
2020-11-22,Central West,8,245,33,0,0,203,1
2020-11-22,Central East,0,296,23,1,1,227,1
2020-11-22,Regina,52,959,489,8,4,468,2
2020-11-22,South West,2,320,2,1,2,251,1
2020-11-22,South Central,1,344,17,1,0,236,4
2020-11-22,South East,5,202,109,17,0,58,0
2020-11-23,Far North West,6,542,61,0,0,423,9
2020-11-23,Far North Central,0,67,63,0,0,4,0
2020-11-23,Far North East,1,164,94,0,0,60,1
2020-11-23,North West,0,496,42,7,1,251,5
2020-11-23,North Central,9,672,153,10,2,335,6
2020-11-23,North East,4,267,61,1,0,170,2
2020-11-23,Saskatoon,54,1977,859,36,9,1113,5
2020-11-23,Central West,4,249,37,0,0,203,1
2020-11-23,Central East,2,303,25,1,1,228,1
2020-11-23,Regina,66,1025,555,11,4,468,2
2020-11-23,South West,0,337,2,1,2,252,1
2020-11-23,South Central,2,360,18,0,0,240,4
2020-11-23,South East,11,218,120,20,0,58,0
2020-11-24,Far North West,5,547,62,0,0,429,9
2020-11-24,Far North Central,5,72,68,0,0,4,0
2020-11-24,Far North East,2,178,94,0,0,63,1
2020-11-24,North West,5,511,46,7,2,259,5
2020-11-24,North Central,1,680,152,10,1,355,6
2020-11-24,North East,2,271,60,1,0,173,2
2020-11-24,Saskatoon,28,2005,826,32,10,1174,5
2020-11-24,Central West,9,258,46,0,0,203,1
2020-11-24,Central East,1,305,26,2,0,230,1
2020-11-24,Regina,70,1095,624,11,5,469,2
2020-11-24,South West,2,340,4,2,2,256,1
2020-11-24,South Central,2,369,19,0,0,242,4
2020-11-24,South East,4,222,124,20,0,60,0
2020-11-25,Far North West,7,554,64,1,0,436,9
2020-11-25,Far North Central,3,75,68,0,0,7,0
2020-11-25,Far North East,0,186,90,0,0,67,1
2020-11-25,North West,1,512,46,8,2,271,5
2020-11-25,North Central,1,690,151,9,0,361,6
2020-11-25,North East,5,276,60,1,0,178,2
2020-11-25,Saskatoon,37,2042,839,36,11,1198,5
2020-11-25,Central West,0,258,46,0,0,203,1
2020-11-25,Central East,1,308,26,2,0,233,1
2020-11-25,Regina,69,1164,693,14,4,469,2
2020-11-25,South West,0,349,4,2,2,263,1
2020-11-25,South Central,1,371,19,0,0,249,4
2020-11-25,South East,7,231,131,19,0,61,0
2020-11-26,Far North West,8,567,71,1,0,438,9
2020-11-26,Far North Central,4,79,72,0,0,7,0
2020-11-26,Far North East,1,202,89,0,0,69,1
2020-11-26,North West,2,542,48,8,1,281,7
2020-11-26,North Central,16,729,166,8,1,376,6
2020-11-26,North East,0,279,59,1,0,180,2
2020-11-26,Saskatoon,125,2170,960,34,10,1204,6
2020-11-26,Central West,2,262,45,0,0,207,1
2020-11-26,Central East,3,314,29,2,0,237,1
2020-11-26,Regina,44,1212,637,16,4,573,2
2020-11-26,South West,0,356,4,1,2,269,1
2020-11-26,South Central,7,383,23,0,0,256,4
2020-11-26,South East,7,239,123,19,0,77,0
2020-11-27,Far North West,8,575,76,1,0,443,9
2020-11-27,Far North Central,0,79,69,0,0,10,0
2020-11-27,Far North East,1,206,90,0,0,69,1
2020-11-27,North West,3,565,50,8,1,289,7
2020-11-27,North Central,9,754,174,12,0,381,7
2020-11-27,North East,0,280,59,1,0,182,2
2020-11-27,Saskatoon,158,2328,1057,32,11,1265,6
2020-11-27,Central West,6,268,51,0,0,210,1
2020-11-27,Central East,2,325,27,2,0,242,1
2020-11-27,Regina,61,1273,605,16,3,665,3
2020-11-27,South West,0,372,4,2,1,274,1
2020-11-27,South Central,0,384,23,1,0,260,5
2020-11-27,South East,10,253,119,20,0,92,1
2020-11-28,Far North West,6,581,82,1,0,443,9
2020-11-28,Far North Central,0,79,61,0,0,18,0
2020-11-28,Far North East,1,210,89,0,0,71,1
2020-11-28,North West,0,571,49,9,0,300,8
2020-11-28,North Central,10,775,184,7,1,395,7
2020-11-28,North East,4,285,57,1,0,188,2
2020-11-28,Saskatoon,56,2384,1108,30,11,1270,6
2020-11-28,Central West,1,269,52,0,0,211,1
2020-11-28,Central East,1,330,28,1,0,244,1
2020-11-28,Regina,73,1346,636,18,5,707,3
2020-11-28,South West,3,388,7,1,1,290,1
2020-11-28,South Central,2,389,24,1,0,280,5
2020-11-28,South East,1,255,112,19,0,101,1
2020-11-29,Far North West,6,591,83,1,0,448,9
2020-11-29,Far North Central,1,80,61,0,0,19,0
2020-11-29,Far North East,2,218,87,0,0,76,1
2020-11-29,North West,7,599,55,8,1,305,8
2020-11-29,North Central,5,785,188,8,2,398,7
2020-11-29,North East,10,297,65,2,0,191,2
2020-11-29,Saskatoon,94,2478,1196,32,13,1276,6
2020-11-29,Central West,2,271,53,0,0,212,1
2020-11-29,Central East,2,345,30,1,0,244,1
2020-11-29,Regina,120,1466,733,21,6,730,3
2020-11-29,South West,4,407,11,0,1,296,1
2020-11-29,South Central,3,399,26,1,0,284,5
2020-11-29,South East,16,273,124,18,0,107,1
2020-11-30,Far North West,8,600,91,1,0,448,9
2020-11-30,Far North Central,0,80,50,0,0,30,0
2020-11-30,Far North East,6,233,93,0,0,76,1
2020-11-30,North West,5,623,60,8,0,316,8
2020-11-30,North Central,7,813,194,8,3,407,7
2020-11-30,North East,6,306,68,3,0,194,2
2020-11-30,Saskatoon,125,2603,1318,33,14,1279,6
2020-11-30,Central West,1,272,54,0,0,212,1
2020-11-30,Central East,2,355,32,1,0,244,1
2020-11-30,Regina,62,1529,796,26,6,730,3
2020-11-30,South West,12,429,23,1,0,307,1
2020-11-30,South Central,2,407,27,1,0,285,6
2020-11-30,South East,10,286,133,18,0,107,2
2020-12-01,Far North West,10,612,101,1,0,448,9
2020-12-01,Far North Central,0,80,43,0,0,37,0
2020-12-01,Far North East,0,248,70,0,0,99,1
2020-12-01,North West,0,635,59,7,0,333,8
2020-12-01,North Central,6,821,198,7,4,412,7
2020-12-01,North East,1,307,69,1,0,195,2
2020-12-01,Saskatoon,41,2644,1267,33,13,1368,9
2020-12-01,Central West,3,275,55,0,0,215,1
2020-12-01,Central East,0,358,28,1,0,251,1
2020-12-01,Regina,67,1596,827,26,7,766,3
2020-12-01,South West,1,434,23,3,0,317,1
2020-12-01,South Central,0,411,24,1,0,303,6
2020-12-01,South East,5,293,117,17,0,128,3
2020-12-02,Far North West,5,618,106,1,0,448,9
2020-12-02,Far North Central,3,83,46,0,0,37,0
2020-12-02,Far North East,2,265,72,0,0,99,1
2020-12-02,North West,1,652,60,7,0,343,8
2020-12-02,North Central,5,847,202,7,5,417,7
2020-12-02,North East,2,310,69,1,0,196,3
2020-12-02,Saskatoon,109,2752,1340,42,12,1403,9
2020-12-02,Central West,0,275,52,0,0,220,1
2020-12-02,Central East,2,362,30,2,0,253,1
2020-12-02,Regina,36,1634,864,23,9,766,4
2020-12-02,South West,1,442,24,2,0,320,1
2020-12-02,South Central,1,412,25,1,0,316,6
2020-12-02,South East,1,297,117,20,0,138,3
2020-12-03,Far North West,3,627,104,1,0,456,9
2020-12-03,Far North Central,0,83,44,0,0,39,0
2020-12-03,Far North East,0,266,56,0,0,115,1
2020-12-03,North West,1,678,61,8,1,351,8
2020-12-03,North Central,10,869,203,9,3,460,7
2020-12-03,North East,2,312,65,1,0,204,3
2020-12-03,Saskatoon,50,2802,1352,41,11,1441,9
2020-12-03,Central West,3,278,54,0,0,222,1
2020-12-03,Central East,0,365,28,2,0,257,1
2020-12-03,Regina,112,1746,942,20,9,800,4
2020-12-03,South West,2,463,25,2,0,336,1
2020-12-03,South Central,1,422,19,0,0,330,7
2020-12-03,South East,4,303,106,20,0,156,3
2020-12-04,Far North West,4,636,107,0,0,462,9
2020-12-04,Far North Central,0,83,44,0,0,39,0
2020-12-04,Far North East,3,277,59,0,0,115,1
2020-12-04,North West,1,692,61,7,1,363,8
2020-12-04,North Central,11,916,214,12,4,466,7
2020-12-04,North East,1,319,65,1,0,205,3
2020-12-04,Saskatoon,50,2852,1324,36,11,1519,9
2020-12-04,Central West,6,285,58,0,0,224,1
2020-12-04,Central East,2,374,28,1,0,263,1
2020-12-04,Regina,83,1829,974,20,9,851,4
2020-12-04,South West,1,475,25,3,0,348,1
2020-12-04,South Central,0,431,18,0,0,336,7
2020-12-04,South East,9,312,111,21,0,159,4
2020-12-05,Far North West,5,644,112,0,0,462,9
2020-12-05,Far North Central,0,83,44,0,0,39,0
2020-12-05,Far North East,8,294,67,0,0,115,1
2020-12-05,North West,0,711,62,9,0,368,8
2020-12-05,North Central,6,956,219,10,5,470,7
2020-12-05,North East,10,330,75,1,0,209,3
2020-12-05,Saskatoon,4,2856,1272,34,11,1575,9
2020-12-05,Central West,7,293,63,0,0,226,1
2020-12-05,Central East,0,382,27,1,0,269,1
2020-12-05,Regina,51,1880,993,15,9,883,4
2020-12-05,South West,5,496,28,3,0,355,1
2020-12-05,South Central,3,437,20,0,0,346,7
2020-12-05,South East,10,326,119,18,0,161,4
2020-12-06,Far North West,6,659,117,0,0,464,10
2020-12-06,Far North Central,0,83,44,0,0,39,0
2020-12-06,Far North East,2,312,69,0,0,115,1
2020-12-06,North West,0,736,59,8,0,394,8
2020-12-06,North Central,12,999,232,13,5,471,7
2020-12-06,North East,10,341,86,1,0,209,3
2020-12-06,Saskatoon,205,3065,1476,45,12,1580,9
2020-12-06,Central West,4,297,61,0,0,231,1
2020-12-06,Central East,1,393,27,1,0,270,1
2020-12-06,Regina,60,1940,1052,18,9,883,5
2020-12-06,South West,0,502,27,3,0,358,1
2020-12-06,South Central,2,449,21,1,0,348,7
2020-12-06,South East,4,331,120,19,0,161,6
2020-12-07,Far North West,10,680,124,0,0,468,10
2020-12-07,Far North Central,1,84,45,0,0,39,0
2020-12-07,Far North East,4,318,73,0,0,121,1
2020-12-07,North West,0,762,59,9,0,401,8
2020-12-07,North Central,1,1027,233,12,6,473,7
2020-12-07,North East,2,347,88,1,0,209,3
2020-12-07,Saskatoon,72,3138,1538,48,11,1591,9
2020-12-07,Central West,0,297,61,0,0,231,1
2020-12-07,Central East,4,400,31,1,0,278,1
2020-12-07,Regina,80,2020,1131,24,8,883,6
2020-12-07,South West,1,510,24,2,1,375,1
2020-12-07,South Central,0,453,20,1,0,352,7
2020-12-07,South East,7,343,127,19,0,161,6
2020-12-08,Far North West,1,694,118,0,0,476,10
2020-12-08,Far North Central,0,84,45,0,0,39,0
2020-12-08,Far North East,4,328,75,0,0,123,1
2020-12-08,North West,0,783,57,7,0,413,9
2020-12-08,North Central,7,1057,237,16,6,481,8
2020-12-08,North East,4,352,89,2,0,213,3
2020-12-08,Saskatoon,62,3200,1440,51,11,1751,9
2020-12-08,Central West,7,304,67,0,0,233,1
2020-12-08,Central East,0,404,24,1,0,285,1
2020-12-08,Regina,25,2047,1112,23,8,926,9
2020-12-08,South West,1,514,20,1,1,397,1
2020-12-08,South Central,0,454,18,1,1,359,7
2020-12-08,South East,1,344,125,15,0,165,7
2020-12-09,Far North West,4,709,118,0,0,480,10
2020-12-09,Far North Central,1,85,43,0,0,42,0
2020-12-09,Far North East,1,344,70,0,0,130,1
2020-12-09,North West,0,808,54,7,0,423,9
2020-12-09,North Central,6,1093,240,16,6,488,8
2020-12-09,North East,1,353,90,2,0,214,3
2020-12-09,Saskatoon,59,3260,1408,51,11,1843,9
2020-12-09,Central West,0,308,62,0,0,238,1
2020-12-09,Central East,0,406,24,1,0,294,1
2020-12-09,Regina,131,2177,1164,23,8,999,14
2020-12-09,South West,0,518,20,1,1,414,1
2020-12-09,South Central,0,457,14,1,1,370,7
2020-12-09,South East,3,349,118,15,0,179,7
2020-12-10,Far North West,4,724,116,0,0,488,10
2020-12-10,Far North Central,3,88,45,0,0,43,0
2020-12-10,Far North East,11,360,79,0,0,135,1
2020-12-10,North West,4,856,57,7,0,454,9
2020-12-10,North Central,8,1130,244,16,8,498,9
2020-12-10,North East,2,362,86,2,0,221,4
2020-12-10,Saskatoon,109,3369,1401,47,11,1959,9
2020-12-10,Central West,1,309,59,0,0,242,1
2020-12-10,Central East,0,412,19,1,0,309,1
2020-12-10,Regina,53,2230,1115,25,10,1100,15
2020-12-10,South West,4,533,21,1,1,420,1
2020-12-10,South Central,0,459,11,1,1,391,8
2020-12-10,South East,7,357,120,7,0,199,7
2020-12-11,Far North West,2,746,118,1,0,491,10
2020-12-11,Far North Central,1,89,46,0,0,43,0
2020-12-11,Far North East,8,374,83,0,0,156,1
2020-12-11,North West,0,881,57,6,0,469,9
2020-12-11,North Central,8,1165,249,16,6,511,9
2020-12-11,North East,6,371,82,2,0,233,4
2020-12-11,Saskatoon,65,3436,1320,45,11,2107,9
2020-12-11,Central West,1,312,57,0,0,245,1
2020-12-11,Central East,0,418,14,2,0,326,1
2020-12-11,Regina,50,2280,1043,26,8,1222,15
2020-12-11,South West,1,534,17,1,1,436,1
2020-12-11,South Central,2,466,11,1,1,397,8
2020-12-11,South East,6,371,117,6,0,210,7
2020-12-12,Far North West,0,754,76,1,0,565,10
2020-12-12,Far North Central,0,89,28,0,0,61,0
2020-12-12,Far North East,8,394,79,0,0,184,1
2020-12-12,North West,0,924,49,7,0,546,9
2020-12-12,North Central,5,1189,136,11,6,708,9
2020-12-12,North East,4,376,65,0,0,278,5
2020-12-12,Saskatoon,78,3514,1200,41,6,2301,13
2020-12-12,Central West,1,314,39,0,0,264,1
2020-12-12,Central East,4,431,17,2,0,342,1
2020-12-12,Regina,57,2337,1088,25,9,1230,19
2020-12-12,South West,0,536,14,0,1,448,1
2020-12-12,South Central,2,478,11,2,0,401,8
2020-12-12,South East,3,381,119,6,0,212,9
2020-12-13,Far North West,2,769,69,1,0,574,10
2020-12-13,Far North Central,0,89,23,0,0,66,0
2020-12-13,Far North East,5,405,76,0,0,216,1
2020-12-13,North West,8,965,56,6,0,571,9
2020-12-13,North Central,3,1204,134,10,6,714,9
2020-12-13,North East,2,382,58,0,0,290,5
2020-12-13,Saskatoon,53,3568,1249,42,7,2304,15
2020-12-13,Central West,3,317,42,0,0,264,1
2020-12-13,Central East,3,439,19,2,0,345,1
2020-12-13,Regina,57,2394,1115,25,9,1259,20
2020-12-13,South West,1,540,13,0,1,463,1
2020-12-13,South Central,1,484,10,2,0,407,8
2020-12-13,South East,1,386,120,6,0,213,9
2020-12-14,Far North West,2,777,65,0,0,580,10
2020-12-14,Far North Central,3,92,26,0,0,66,0
2020-12-14,Far North East,10,418,86,0,0,222,1
2020-12-14,North West,3,995,59,8,0,585,10
2020-12-14,North Central,17,1254,145,11,6,723,9
2020-12-14,North East,4,399,58,0,0,294,5
2020-12-14,Saskatoon,51,3618,1294,41,9,2308,16
2020-12-14,Central West,2,319,44,0,0,264,1
2020-12-14,Central East,3,455,22,2,0,346,1
2020-12-14,Regina,59,2453,1173,30,11,1260,20
2020-12-14,South West,0,541,10,0,1,476,1
2020-12-14,South Central,1,489,9,1,0,415,8
2020-12-14,South East,3,392,123,4,0,220,9
2020-12-15,Far North West,3,790,65,2,0,590,10
2020-12-15,Far North Central,1,93,17,0,0,76,0
2020-12-15,Far North East,11,429,89,0,0,230,1
2020-12-15,North West,0,1023,35,9,0,629,11
2020-12-15,North Central,3,1275,132,10,5,751,9
2020-12-15,North East,2,401,53,0,0,302,5
2020-12-15,Saskatoon,53,3671,1171,45,9,2480,20
2020-12-15,Central West,0,319,32,0,0,275,2
2020-12-15,Central East,2,460,20,1,0,354,1
2020-12-15,Regina,37,2493,1179,27,11,1293,21
2020-12-15,South West,0,542,9,1,1,485,1
2020-12-15,South Central,0,494,8,0,0,420,8
2020-12-15,South East,9,406,117,3,0,237,9
2020-12-16,Far North West,1,793,65,2,0,592,10
2020-12-16,Far North Central,2,95,19,0,0,76,0
2020-12-16,Far North East,9,442,97,0,0,232,1
2020-12-16,North West,3,1059,38,8,1,648,11
2020-12-16,North Central,6,1304,134,10,6,768,9
2020-12-16,North East,0,403,51,0,0,306,5
2020-12-16,Saskatoon,38,3709,1181,40,10,2508,20
2020-12-16,Central West,0,320,27,0,0,281,2
2020-12-16,Central East,0,461,20,2,0,358,1
2020-12-16,Regina,30,2524,1156,28,12,1347,21
2020-12-16,South West,0,542,7,0,1,491,1
2020-12-16,South Central,0,496,8,1,0,425,8
2020-12-16,South East,0,406,111,3,0,243,9
2020-12-17,Far North West,3,798,67,3,0,596,10
2020-12-17,Far North Central,1,97,21,0,0,76,0
2020-12-17,Far North East,4,458,96,0,0,246,1
2020-12-17,North West,6,1085,44,9,0,659,11
2020-12-17,North Central,12,1339,122,16,5,871,10
2020-12-17,North East,3,412,48,0,0,314,5
2020-12-17,Saskatoon,81,3790,1242,44,9,2527,21
2020-12-17,Central West,0,320,27,1,0,281,2
2020-12-17,Central East,0,468,20,2,0,365,1
2020-12-17,Regina,40,2564,936,23,8,1604,24
2020-12-17,South West,1,545,8,0,0,502,2
2020-12-17,South Central,2,503,10,1,0,430,8
2020-12-17,South East,1,409,87,5,0,269,10
2020-12-18,Far North West,2,810,63,3,0,627,10
2020-12-18,Far North Central,1,99,22,0,0,77,0
2020-12-18,Far North East,24,486,120,0,0,247,1
2020-12-18,North West,8,1138,51,8,0,715,11
2020-12-18,North Central,3,1361,109,20,5,941,10
2020-12-18,North East,2,426,43,0,0,329,5
2020-12-18,Saskatoon,46,3836,1248,41,9,2567,21
2020-12-18,Central West,3,325,29,1,0,282,2
2020-12-18,Central East,0,472,19,2,0,373,1
2020-12-18,Regina,42,2606,779,24,3,1801,26
2020-12-18,South West,0,547,6,0,0,518,2
2020-12-18,South Central,1,510,7,0,0,450,8
2020-12-18,South East,1,414,71,5,0,297,10
2020-12-19,Far North West,2,819,51,2,0,646,10
2020-12-19,Far North Central,3,102,25,1,0,77,0
2020-12-19,Far North East,12,504,130,0,0,254,1
2020-12-19,North West,5,1180,53,7,1,756,11
2020-12-19,North Central,8,1406,116,20,4,959,12
2020-12-19,North East,3,438,45,3,0,341,5
2020-12-19,Saskatoon,57,3896,1232,41,10,2641,23
2020-12-19,Central West,3,330,27,1,0,295,2
2020-12-19,Central East,1,496,17,3,0,380,1
2020-12-19,Regina,29,2635,790,23,4,1816,29
2020-12-19,South West,1,549,6,0,1,524,2
2020-12-19,South Central,3,514,10,0,0,453,9
2020-12-19,South East,2,418,71,6,0,300,10
2020-12-20,Far North West,3,825,52,2,0,654,10
2020-12-20,Far North Central,0,103,26,1,0,77,0
2020-12-20,Far North East,10,519,140,0,0,296,1
2020-12-20,North West,7,1210,60,6,1,758,11
2020-12-20,North Central,5,1446,120,18,6,968,12
2020-12-20,North East,1,443,45,2,0,342,5
2020-12-20,Saskatoon,55,3951,1261,39,9,2667,23
2020-12-20,Central West,0,330,22,1,0,300,2
2020-12-20,Central East,0,526,17,5,0,381,1
2020-12-20,Regina,32,2668,819,23,2,1817,32
2020-12-20,South West,0,549,5,0,1,526,2
2020-12-20,South Central,0,519,8,0,0,461,9
2020-12-20,South East,6,424,77,7,0,300,10
